isSolution;discardedSolutions;timeFirstSolution;timeQuery;timeAStar;timeTotal;solution
true;11;5;236;8;260;root&http://acg.ual.es/wookie/widgets/map08&http://acg.ual.es/wookie/widgets/header08&http://acg.ual.es/wookie/widgets/histogram09
true;12;5;207;8;219;root&http://acg.ual.es/wookie/widgets/map04&http://acg.ual.es/wookie/widgets/header09&http://acg.ual.es/wookie/widgets/histogram09
true;3;5;102;5;123;root&http://acg.ual.es/wookie/widgets/map08&http://acg.ual.es/wookie/widgets/header14&http://acg.ual.es/wookie/widgets/histogram09
true;7;9;49;11;64;root&http://acg.ual.es/wookie/widgets/map11&http://acg.ual.es/wookie/widgets/cloudStorage08&http://acg.ual.es/wookie/widgets/header12&http://acg.ual.es/wookie/widgets/histogram09
true;2;9;61;10;77;root&http://acg.ual.es/wookie/widgets/map11&http://acg.ual.es/wookie/widgets/cloudStorage15&http://acg.ual.es/wookie/widgets/header02&http://acg.ual.es/wookie/widgets/histogram09
true;7;8;60;11;76;root&http://acg.ual.es/wookie/widgets/map14&http://acg.ual.es/wookie/widgets/cloudStorage07&http://acg.ual.es/wookie/widgets/header02&http://acg.ual.es/wookie/widgets/histogram09
true;1;11;94;11;109;root&http://acg.ual.es/wookie/widgets/map08&http://acg.ual.es/wookie/widgets/cloudStorage06&http://acg.ual.es/wookie/widgets/header06&http://acg.ual.es/wookie/widgets/histogram09
true;7;9;111;12;132;root&http://acg.ual.es/wookie/widgets/map04&http://acg.ual.es/wookie/widgets/cloudStorage06&http://acg.ual.es/wookie/widgets/header05&http://acg.ual.es/wookie/widgets/histogram09
true;6;10;88;12;108;root&http://acg.ual.es/wookie/widgets/map14&http://acg.ual.es/wookie/widgets/cloudStorage03&http://acg.ual.es/wookie/widgets/header02&http://acg.ual.es/wookie/widgets/histogram09
true;9;8;114;12;134;root&http://acg.ual.es/wookie/widgets/map14&http://acg.ual.es/wookie/widgets/cloudStorage03&http://acg.ual.es/wookie/widgets/header07&http://acg.ual.es/wookie/widgets/histogram09
true;12;8;103;12;119;root&http://acg.ual.es/wookie/widgets/map11&http://acg.ual.es/wookie/widgets/cloudStorage08&http://acg.ual.es/wookie/widgets/header12&http://acg.ual.es/wookie/widgets/histogram09
true;13;9;110;14;132;root&http://acg.ual.es/wookie/widgets/map08&http://acg.ual.es/wookie/widgets/cloudStorage05&http://acg.ual.es/wookie/widgets/header04&http://acg.ual.es/wookie/widgets/histogram09
true;6;8;122;10;143;root&http://acg.ual.es/wookie/widgets/map11&http://acg.ual.es/wookie/widgets/cloudStorage19&http://acg.ual.es/wookie/widgets/header02&http://acg.ual.es/wookie/widgets/histogram09
true;18;14;126;20;154;root&http://acg.ual.es/wookie/widgets/map08&http://acg.ual.es/wookie/widgets/cloudStorage15&http://acg.ual.es/wookie/widgets/header04&http://acg.ual.es/wookie/widgets/histogram09&http://acg.ual.es/wookie/widgets/legend22
true;17;13;130;19;157;root&http://acg.ual.es/wookie/widgets/map11&http://acg.ual.es/wookie/widgets/cloudStorage12&http://acg.ual.es/wookie/widgets/header05&http://acg.ual.es/wookie/widgets/histogram09&http://acg.ual.es/wookie/widgets/legend22
true;23;13;168;20;200;root&http://acg.ual.es/wookie/widgets/map14&http://acg.ual.es/wookie/widgets/cloudStorage17&http://acg.ual.es/wookie/widgets/header02&http://acg.ual.es/wookie/widgets/histogram09&http://acg.ual.es/wookie/widgets/legend22
true;8;15;185;18;212;root&http://acg.ual.es/wookie/widgets/map14&http://acg.ual.es/wookie/widgets/cloudStorage01&http://acg.ual.es/wookie/widgets/header02&http://acg.ual.es/wookie/widgets/histogram09&http://acg.ual.es/wookie/widgets/legend22
true;23;14;148;22;182;root&http://acg.ual.es/wookie/widgets/map14&http://acg.ual.es/wookie/widgets/cloudStorage06&http://acg.ual.es/wookie/widgets/header08&http://acg.ual.es/wookie/widgets/histogram09&http://acg.ual.es/wookie/widgets/legend22
true;21;13;165;20;195;root&http://acg.ual.es/wookie/widgets/map14&http://acg.ual.es/wookie/widgets/cloudStorage12&http://acg.ual.es/wookie/widgets/header06&http://acg.ual.es/wookie/widgets/histogram09&http://acg.ual.es/wookie/widgets/legend22
true;17;13;169;18;192;root&http://acg.ual.es/wookie/widgets/map08&http://acg.ual.es/wookie/widgets/cloudStorage08&http://acg.ual.es/wookie/widgets/header04&http://acg.ual.es/wookie/widgets/histogram09&http://acg.ual.es/wookie/widgets/legend22
true;3;15;176;17;202;root&http://acg.ual.es/wookie/widgets/map04&http://acg.ual.es/wookie/widgets/cloudStorage01&http://acg.ual.es/wookie/widgets/header06&http://acg.ual.es/wookie/widgets/histogram09&http://acg.ual.es/wookie/widgets/legend22
true;3;13;213;14;233;root&http://acg.ual.es/wookie/widgets/map04&http://acg.ual.es/wookie/widgets/cloudStorage03&http://acg.ual.es/wookie/widgets/header18&http://acg.ual.es/wookie/widgets/histogram09&http://acg.ual.es/wookie/widgets/legend22
true;7;16;200;18;228;root&http://acg.ual.es/wookie/widgets/map08&http://acg.ual.es/wookie/widgets/cloudStorage07&http://acg.ual.es/wookie/widgets/header16&http://acg.ual.es/wookie/widgets/histogram09&http://acg.ual.es/wookie/widgets/legend22
true;13;14;183;19;212;root&http://acg.ual.es/wookie/widgets/map04&http://acg.ual.es/wookie/widgets/cloudStorage06&http://acg.ual.es/wookie/widgets/header05&http://acg.ual.es/wookie/widgets/histogram09&http://acg.ual.es/wookie/widgets/legend22
true;0;14;193;14;219;root&http://acg.ual.es/wookie/widgets/map11&http://acg.ual.es/wookie/widgets/cloudStorage12&http://acg.ual.es/wookie/widgets/header15&http://acg.ual.es/wookie/widgets/histogram09&http://acg.ual.es/wookie/widgets/legend22
true;3;16;208;17;238;root&http://acg.ual.es/wookie/widgets/map11&http://acg.ual.es/wookie/widgets/cloudStorage01&http://acg.ual.es/wookie/widgets/header03&http://acg.ual.es/wookie/widgets/histogram09&http://acg.ual.es/wookie/widgets/legend22
true;10;13;225;16;257;root&http://acg.ual.es/wookie/widgets/map04&http://acg.ual.es/wookie/widgets/cloudStorage12&http://acg.ual.es/wookie/widgets/header13&http://acg.ual.es/wookie/widgets/histogram09&http://acg.ual.es/wookie/widgets/legend22
true;8;14;224;17;254;root&http://acg.ual.es/wookie/widgets/map11&http://acg.ual.es/wookie/widgets/cloudStorage05&http://acg.ual.es/wookie/widgets/header06&http://acg.ual.es/wookie/widgets/histogram09&http://acg.ual.es/wookie/widgets/legend22
true;0;15;213;15;239;root&http://acg.ual.es/wookie/widgets/map14&http://acg.ual.es/wookie/widgets/cloudStorage08&http://acg.ual.es/wookie/widgets/header07&http://acg.ual.es/wookie/widgets/histogram09&http://acg.ual.es/wookie/widgets/legend22
true;2;13;224;14;249;root&http://acg.ual.es/wookie/widgets/map14&http://acg.ual.es/wookie/widgets/cloudStorage17&http://acg.ual.es/wookie/widgets/header14&http://acg.ual.es/wookie/widgets/histogram09&http://acg.ual.es/wookie/widgets/legend22
true;8;13;260;16;287;root&http://acg.ual.es/wookie/widgets/map14&http://acg.ual.es/wookie/widgets/cloudStorage07&http://acg.ual.es/wookie/widgets/header05&http://acg.ual.es/wookie/widgets/histogram09&http://acg.ual.es/wookie/widgets/legend22
true;5;14;265;15;292;root&http://acg.ual.es/wookie/widgets/map08&http://acg.ual.es/wookie/widgets/cloudStorage05&http://acg.ual.es/wookie/widgets/header02&http://acg.ual.es/wookie/widgets/histogram09&http://acg.ual.es/wookie/widgets/legend22
true;14;13;238;18;267;root&http://acg.ual.es/wookie/widgets/map08&http://acg.ual.es/wookie/widgets/cloudStorage19&http://acg.ual.es/wookie/widgets/header04&http://acg.ual.es/wookie/widgets/histogram09&http://acg.ual.es/wookie/widgets/legend22
true;4;12;209;15;236;root&http://acg.ual.es/wookie/widgets/map11&http://acg.ual.es/wookie/widgets/header19&http://acg.ual.es/wookie/widgets/histogram09&http://acg.ual.es/wookie/widgets/legend22&http://acg.ual.es/wookie/widgets/audio04&http://acg.ual.es/wookie/widgets/video04&http://acg.ual.es/wookie/widgets/recorder01
true;22;11;234;29;284;root&http://acg.ual.es/wookie/widgets/map04&http://acg.ual.es/wookie/widgets/header18&http://acg.ual.es/wookie/widgets/histogram09&http://acg.ual.es/wookie/widgets/legend22&http://acg.ual.es/wookie/widgets/audio04&http://acg.ual.es/wookie/widgets/video04&http://acg.ual.es/wookie/widgets/recorder02
true;24;10;250;31;305;root&http://acg.ual.es/wookie/widgets/map14&http://acg.ual.es/wookie/widgets/header06&http://acg.ual.es/wookie/widgets/histogram09&http://acg.ual.es/wookie/widgets/legend22&http://acg.ual.es/wookie/widgets/audio04&http://acg.ual.es/wookie/widgets/video04&http://acg.ual.es/wookie/widgets/recorder01
true;48;11;224;61;298;root&http://acg.ual.es/wookie/widgets/map14&http://acg.ual.es/wookie/widgets/header12&http://acg.ual.es/wookie/widgets/histogram09&http://acg.ual.es/wookie/widgets/legend22&http://acg.ual.es/wookie/widgets/audio04&http://acg.ual.es/wookie/widgets/video04&http://acg.ual.es/wookie/widgets/recorder02
true;6;11;217;16;248;root&http://acg.ual.es/wookie/widgets/map08&http://acg.ual.es/wookie/widgets/header08&http://acg.ual.es/wookie/widgets/histogram09&http://acg.ual.es/wookie/widgets/legend22&http://acg.ual.es/wookie/widgets/audio04&http://acg.ual.es/wookie/widgets/video04&http://acg.ual.es/wookie/widgets/recorder01
true;28;10;272;33;326;root&http://acg.ual.es/wookie/widgets/map14&http://acg.ual.es/wookie/widgets/header14&http://acg.ual.es/wookie/widgets/histogram09&http://acg.ual.es/wookie/widgets/legend22&http://acg.ual.es/wookie/widgets/audio04&http://acg.ual.es/wookie/widgets/video04&http://acg.ual.es/wookie/widgets/recorder02
true;0;11;277;11;305;root&http://acg.ual.es/wookie/widgets/map04&http://acg.ual.es/wookie/widgets/header16&http://acg.ual.es/wookie/widgets/histogram09&http://acg.ual.es/wookie/widgets/legend22&http://acg.ual.es/wookie/widgets/audio04&http://acg.ual.es/wookie/widgets/video04&http://acg.ual.es/wookie/widgets/recorder02
true;15;10;229;24;268;root&http://acg.ual.es/wookie/widgets/map14&http://acg.ual.es/wookie/widgets/header12&http://acg.ual.es/wookie/widgets/histogram09&http://acg.ual.es/wookie/widgets/legend22&http://acg.ual.es/wookie/widgets/audio04&http://acg.ual.es/wookie/widgets/video04&http://acg.ual.es/wookie/widgets/recorder01
true;12;12;229;23;275;root&http://acg.ual.es/wookie/widgets/map08&http://acg.ual.es/wookie/widgets/header02&http://acg.ual.es/wookie/widgets/histogram09&http://acg.ual.es/wookie/widgets/legend22&http://acg.ual.es/wookie/widgets/audio04&http://acg.ual.es/wookie/widgets/video04&http://acg.ual.es/wookie/widgets/recorder01
true;36;10;282;43;353;root&http://acg.ual.es/wookie/widgets/map14&http://acg.ual.es/wookie/widgets/header13&http://acg.ual.es/wookie/widgets/histogram09&http://acg.ual.es/wookie/widgets/legend22&http://acg.ual.es/wookie/widgets/audio04&http://acg.ual.es/wookie/widgets/video04&http://acg.ual.es/wookie/widgets/recorder02
true;39;16;353;59;429;root&http://acg.ual.es/wookie/widgets/map14&http://acg.ual.es/wookie/widgets/cloudStorage18&http://acg.ual.es/wookie/widgets/header15&http://acg.ual.es/wookie/widgets/histogram09&http://acg.ual.es/wookie/widgets/legend22&http://acg.ual.es/wookie/widgets/audio04&http://acg.ual.es/wookie/widgets/video04&http://acg.ual.es/wookie/widgets/recorder02
true;3;15;328;17;363;root&http://acg.ual.es/wookie/widgets/map04&http://acg.ual.es/wookie/widgets/cloudStorage06&http://acg.ual.es/wookie/widgets/header18&http://acg.ual.es/wookie/widgets/histogram09&http://acg.ual.es/wookie/widgets/legend22&http://acg.ual.es/wookie/widgets/audio04&http://acg.ual.es/wookie/widgets/video04&http://acg.ual.es/wookie/widgets/recorder01
true;30;15;389;47;452;root&http://acg.ual.es/wookie/widgets/map08&http://acg.ual.es/wookie/widgets/cloudStorage18&http://acg.ual.es/wookie/widgets/header06&http://acg.ual.es/wookie/widgets/histogram09&http://acg.ual.es/wookie/widgets/legend22&http://acg.ual.es/wookie/widgets/audio04&http://acg.ual.es/wookie/widgets/video04&http://acg.ual.es/wookie/widgets/recorder01
true;12;18;343;31;395;root&http://acg.ual.es/wookie/widgets/map08&http://acg.ual.es/wookie/widgets/cloudStorage12&http://acg.ual.es/wookie/widgets/header12&http://acg.ual.es/wookie/widgets/histogram09&http://acg.ual.es/wookie/widgets/legend22&http://acg.ual.es/wookie/widgets/audio04&http://acg.ual.es/wookie/widgets/video04&http://acg.ual.es/wookie/widgets/recorder02
true;22;16;360;40;417;root&http://acg.ual.es/wookie/widgets/map08&http://acg.ual.es/wookie/widgets/cloudStorage01&http://acg.ual.es/wookie/widgets/header19&http://acg.ual.es/wookie/widgets/histogram09&http://acg.ual.es/wookie/widgets/legend22&http://acg.ual.es/wookie/widgets/audio04&http://acg.ual.es/wookie/widgets/video04&http://acg.ual.es/wookie/widgets/recorder01
true;24;16;382;43;449;root&http://acg.ual.es/wookie/widgets/map14&http://acg.ual.es/wookie/widgets/cloudStorage05&http://acg.ual.es/wookie/widgets/header06&http://acg.ual.es/wookie/widgets/histogram09&http://acg.ual.es/wookie/widgets/legend22&http://acg.ual.es/wookie/widgets/audio04&http://acg.ual.es/wookie/widgets/video04&http://acg.ual.es/wookie/widgets/recorder01
true;43;16;356;62;450;root&http://acg.ual.es/wookie/widgets/map14&http://acg.ual.es/wookie/widgets/cloudStorage07&http://acg.ual.es/wookie/widgets/header14&http://acg.ual.es/wookie/widgets/histogram09&http://acg.ual.es/wookie/widgets/legend22&http://acg.ual.es/wookie/widgets/audio04&http://acg.ual.es/wookie/widgets/video04&http://acg.ual.es/wookie/widgets/recorder02
true;12;15;403;28;466;root&http://acg.ual.es/wookie/widgets/map11&http://acg.ual.es/wookie/widgets/cloudStorage01&http://acg.ual.es/wookie/widgets/header17&http://acg.ual.es/wookie/widgets/histogram09&http://acg.ual.es/wookie/widgets/legend22&http://acg.ual.es/wookie/widgets/audio04&http://acg.ual.es/wookie/widgets/video04&http://acg.ual.es/wookie/widgets/recorder01
true;19;15;388;34;451;root&http://acg.ual.es/wookie/widgets/map04&http://acg.ual.es/wookie/widgets/cloudStorage19&http://acg.ual.es/wookie/widgets/header17&http://acg.ual.es/wookie/widgets/histogram09&http://acg.ual.es/wookie/widgets/legend22&http://acg.ual.es/wookie/widgets/audio04&http://acg.ual.es/wookie/widgets/video04&http://acg.ual.es/wookie/widgets/recorder01
true;30;15;398;46;478;root&http://acg.ual.es/wookie/widgets/map08&http://acg.ual.es/wookie/widgets/cloudStorage15&http://acg.ual.es/wookie/widgets/header17&http://acg.ual.es/wookie/widgets/histogram09&http://acg.ual.es/wookie/widgets/legend22&http://acg.ual.es/wookie/widgets/audio04&http://acg.ual.es/wookie/widgets/video04&http://acg.ual.es/wookie/widgets/recorder01
true;24;16;395;42;480;root&http://acg.ual.es/wookie/widgets/map11&http://acg.ual.es/wookie/widgets/cloudStorage19&http://acg.ual.es/wookie/widgets/header02&http://acg.ual.es/wookie/widgets/histogram09&http://acg.ual.es/wookie/widgets/legend22&http://acg.ual.es/wookie/widgets/audio04&http://acg.ual.es/wookie/widgets/video04&http://acg.ual.es/wookie/widgets/recorder01
true;39;17;381;65;483;root&http://acg.ual.es/wookie/widgets/map08&http://acg.ual.es/wookie/widgets/cloudStorage07&http://acg.ual.es/wookie/widgets/header08&http://acg.ual.es/wookie/widgets/histogram09&http://acg.ual.es/wookie/widgets/legend22&http://acg.ual.es/wookie/widgets/audio04&http://acg.ual.es/wookie/widgets/video04&http://acg.ual.es/wookie/widgets/recorder02
true;33;34;466;70;570;root&http://acg.ual.es/wookie/widgets/map04&http://acg.ual.es/wookie/widgets/cloudStorage01&http://acg.ual.es/wookie/widgets/header06&http://acg.ual.es/wookie/widgets/histogram09&http://acg.ual.es/wookie/widgets/legend22&http://acg.ual.es/wookie/widgets/audio04&http://acg.ual.es/wookie/widgets/video04&http://acg.ual.es/wookie/widgets/recorder02
true;3;16;56;19;90;root&http://acg.ual.es/wookie/widgets/map04&http://acg.ual.es/wookie/widgets/cloudStorage05&http://acg.ual.es/wookie/widgets/header02&http://acg.ual.es/wookie/widgets/histogram09&http://acg.ual.es/wookie/widgets/legend22&http://acg.ual.es/wookie/widgets/audio04&http://acg.ual.es/wookie/widgets/video04&http://acg.ual.es/wookie/widgets/recorder02
true;42;15;76;62;147;root&http://acg.ual.es/wookie/widgets/map14&http://acg.ual.es/wookie/widgets/cloudStorage01&http://acg.ual.es/wookie/widgets/header16&http://acg.ual.es/wookie/widgets/histogram09&http://acg.ual.es/wookie/widgets/legend22&http://acg.ual.es/wookie/widgets/audio04&http://acg.ual.es/wookie/widgets/video04&http://acg.ual.es/wookie/widgets/recorder01
true;43;16;87;63;159;root&http://acg.ual.es/wookie/widgets/map14&http://acg.ual.es/wookie/widgets/cloudStorage18&http://acg.ual.es/wookie/widgets/header02&http://acg.ual.es/wookie/widgets/histogram09&http://acg.ual.es/wookie/widgets/legend22&http://acg.ual.es/wookie/widgets/audio04&http://acg.ual.es/wookie/widgets/video04&http://acg.ual.es/wookie/widgets/recorder02
true;48;15;91;66;168;root&http://acg.ual.es/wookie/widgets/map14&http://acg.ual.es/wookie/widgets/cloudStorage01&http://acg.ual.es/wookie/widgets/header18&http://acg.ual.es/wookie/widgets/histogram09&http://acg.ual.es/wookie/widgets/legend22&http://acg.ual.es/wookie/widgets/audio04&http://acg.ual.es/wookie/widgets/video04&http://acg.ual.es/wookie/widgets/recorder02
true;43;14;136;77;222;root&http://acg.ual.es/wookie/widgets/map11&http://acg.ual.es/wookie/widgets/cloudStorage06&http://acg.ual.es/wookie/widgets/header14&http://acg.ual.es/wookie/widgets/histogram09&http://acg.ual.es/wookie/widgets/legend22&http://acg.ual.es/wookie/widgets/audio04&http://acg.ual.es/wookie/widgets/video04&http://acg.ual.es/wookie/widgets/recorder02
true;9;16;126;26;167;root&http://acg.ual.es/wookie/widgets/map04&http://acg.ual.es/wookie/widgets/cloudStorage17&http://acg.ual.es/wookie/widgets/header19&http://acg.ual.es/wookie/widgets/histogram09&http://acg.ual.es/wookie/widgets/legend22&http://acg.ual.es/wookie/widgets/audio04&http://acg.ual.es/wookie/widgets/video04&http://acg.ual.es/wookie/widgets/recorder02
true;37;17;125;57;191;root&http://acg.ual.es/wookie/widgets/map11&http://acg.ual.es/wookie/widgets/cloudStorage15&http://acg.ual.es/wookie/widgets/header16&http://acg.ual.es/wookie/widgets/histogram09&http://acg.ual.es/wookie/widgets/legend22&http://acg.ual.es/wookie/widgets/audio04&http://acg.ual.es/wookie/widgets/video04&http://acg.ual.es/wookie/widgets/recorder01
